SYMBOL,EXPIRY_DT,TRADE_DATE,OPEN,HIGH,LOW,CMP,CASH_CHG,INDX_GRP,INDX_WTG,PUT_INT,CALL_INT,COMB_INT,CALL_LOW,CALL_HIGH,PUT_HIGH,PUT_LOW,UNUSED_PC,UNUSED_PC_REV,TREND_PRICE1,TREND_PRICE2,CALL_OI,PUT_OI,CALL_DIFF,PUT_DIFF,COMB_DIFF 
CROMPTON,2025-07-31,2025-06-05,347.5,351.5,347.1,350.8,3,,0,345,340.6,336.2,337.09,338.85,362.5,336.67,0.36,2.78,340.87,342.48,55800,25200,0,0,321.2
CROMPTON,2025-07-31,2025-06-06,351.0,353.45,349.0,352,1,,0,345.83,340.6,336.3,337.09,338.85,361.05,342.14,0.35,2.84,340.85,342.48,55800,27000,0,0,311.3
CROMPTON,2025-07-31,2025-06-09,354.15,356.35,352.7,354.35,2,,0,356,340.93,337.41,336.97,356.12,360.68,341.5,0.56,1.79,341.6,347.32,66600,50400,380,0,337.41
CROMPTON,2025-07-31,2025-06-10,356.0,356.05,352.15,355.15,1,,0,350.83,341,341.72,336.94,356.07,360.8,336.61,0.77,1.3,341.86,342.46,75600,82800,0,0,341.72
CROMPTON,2025-07-31,2025-06-11,355.45,356.9,349.2,352.4,-3,,0,355.13,341.18,342.03,336.89,361.06,360.77,336.55,0.86,1.17,342.28,346.36,0,0,0,0,0
CROMPTON,2025-07-31,2025-06-12,351.8,352.9,341.7,344,-8,,0,342.16,341.94,341.48,336.74,360.93,360.9,336.71,1.24,0.81,347.18,342.18,144000,135000,0,0,341.48
CROMPTON,2025-07-31,2025-06-13,337.0,344.5,336.75,343.95,0,,0,337.4,341.38,337.25,336.85,361,361.02,311.46,0.88,1.14,341.29,341.95,196200,180000,0,0,337.25
CROMPTON,2025-08-28,2025-05-30,359.5,360.2,350.85,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-02,352.85,355.2,350.0,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-03,355.9,355.9,348.5,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-04,346.0,350.9,345.2,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-05,347.5,351.5,347.1,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-06,351.0,353.45,349.0,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-09,354.15,356.35,352.7,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-10,356.0,356.05,352.15,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-11,355.45,356.9,349.2,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-12,351.8,352.9,341.7,0,0,,0,0,0,0,0,0,0,0,0,0,420,420,0,0,0,0,0
CROMPTON,2025-08-28,2025-06-13,337.0,344.5,336.75,0,0,,0,0,0,0,0,0,0,0,0,0,320,420,0,0,0,0,0
CUMMINSIND,2025-06-26,2025-05-30,3189.0,3289.1,3185.2,3270,100,,0,3019.97,3269.48,3156.51,3110.85,3408.19,3208.51,2861.04,0.3,3.38,3165.97,3305.47,1321050,1039200,3462.6,0,3156.51
CUMMINSIND,2025-06-26,2025-06-02,3267.0,3325.0,3222.6,3315,45,,0,3061.34,3311.45,3201.36,3160.98,3458.6,3208.05,2911.1,0.26,3.83,3201.44,3316.77,1234650,1056750,3563.71,0,3201.36
CUMMINSIND,2025-06-26,2025-06-03,3324.0,3359.4,3297.2,3309.7,-5,,0,3068.99,3315.43,3203.52,3110.84,3458.48,3207.88,2911.1,0.26,3.79,3168.12,3318.23,1166850,1012800,3567.08,0,3203.52
CUMMINSIND,2025-06-26,2025-06-04,3321.0,3377.0,3319.0,3342,32,,0,3069.84,3356.95,3206.42,3160.72,3458.01,3207.88,2911.02,0.2,4.91,3200.87,3368.15,1215750,1018050,3561.94,0,3206.42
CUMMINSIND,2025-06-26,2025-06-05,3355.0,3380.0,3325.0,3350,8,,0,3102.82,3361.63,3208.12,3160.66,3508.6,3258.91,2910.98,0.2,5.07,3167.9,3368.59,1208400,999150,3560.44,0,3208.12
CUMMINSIND,2025-06-26,2025-06-06,3370.0,3408.3,3349.5,3375.5,26,,0,3110.3,3368.24,3212.36,3160.66,3508.19,3259.04,2910.77,0.17,6,3162.51,3408.78,1149150,1061550,3604.98,0,3212.36
CUMMINSIND,2025-06-26,2025-06-09,3400.0,3419.5,3385.0,3407.4,32,,0,3119.17,3405.07,3253.38,3160.62,3558.77,3308.58,2910.71,0.15,6.8,3165.61,3417.28,1140000,1113900,0,0,3253.38
CUMMINSIND,2025-06-26,2025-06-10,3419.0,3419.0,3377.7,3382.8,-25,,0,3163.36,3405.27,3307.55,3160.55,3558.73,3307.28,2960.88,0.27,3.68,3200.18,3357.2,1143300,1277550,0,0,3307.55
CUMMINSIND,2025-06-26,2025-06-11,3390.0,3403.3,3361.0,3390,7,,0,3160.37,3405.1,3303.94,3160.53,3558.82,3307.56,2960.94,0.26,3.85,3164,3357.85,1133400,1202100,0,0,3303.94
CUMMINSIND,2025-06-26,2025-06-12,3386.0,3390.0,3312.0,3324.6,-65,,0,3157.5,3368.37,3265.94,3160.48,3508.08,3308,2960.97,0.36,2.79,3159.1,3314.28,1113900,1108350,0,0,3265.94
CUMMINSIND,2025-06-26,2025-06-13,3255.0,3323.0,3248.1,3321,-4,,0,3159.08,3364.75,3264,3160.46,3508.34,3308.14,2960.96,0.4,2.47,3162.98,3310.19,1046550,1076400,0,0,3264
CUMMINSIND,2025-07-31,2025-05-30,3189.0,3289.1,3185.2,3270,100,,0,2962,3401.54,3351.54,3368.67,3398.18,3004.44,2814,0.7,1.44,3360.8,3406.53,2800,2200,3153.08,3100,3151.54
CUMMINSIND,2025-07-31,2025-06-02,3267.0,3325.0,3222.6,3315,45,,0,2962,3401.05,3351.05,3369.05,3398.82,3109.41,3010,0.45,2.24,3367.38,3415.24,4000,2200,3052.11,3050,3251.05
CUMMINSIND,2025-07-31,2025-06-03,3324.0,3359.4,3297.2,3309.7,-5,,0,2966.92,3401.43,3351.43,3368.75,3398.33,3002.35,2974.44,0.76,1.31,3363.03,3409.72,3000,3800,3252.86,3050,3251.43
CUMMINSIND,2025-07-31,2025-06-04,3321.0,3377.0,3319.0,3342,32,,0,3000,3401.25,3353.75,3368.89,3398.57,3070,2970,0.76,1.32,3365.16,3409.07,3400,4800,2957.5,3102.5,3153.75
CUMMINSIND,2025-07-31,2025-06-05,3355.0,3380.0,3325.0,3350,8,,0,3000,3401.25,3353.75,3368.89,3398.57,3070,2970,0.68,1.48,3366.08,3410.65,3400,4400,3107.5,3102.86,3303.75
CUMMINSIND,2025-07-31,2025-06-06,3370.0,3408.3,3349.5,3375.5,26,,0,3000,3401.54,3353.08,3368.67,3398.18,3070,2970,0.47,2.12,3365.66,3411.09,3200,4400,3357.69,3102.86,3353.08
