SYMBOL,EXPIRY_DT,TRADE_DATE,OPEN,HIGH,LOW,CMP,CASH_CHG,INDX_GRP,INDX_WTG,PUT_INT,CALL_INT,COMB_INT,CALL_LOW,CALL_HIGH,PUT_HIGH,PUT_LOW,UNUSED_PC,UNUSED_PC_REV,TREND_PRICE1,TREND_PRICE2,CALL_OI,PUT_OI,CALL_DIFF,PUT_DIFF,COMB_DIFF 
IRFC,2025-07-31,2025-06-10,147.7,147.81,145.02,145.25,-2,,0,0,0,0,0,0,0,0,0.27,3.68,0,0,2290750,1058250,0,0,0
IRFC,2025-07-31,2025-06-11,145.9,147.68,144.47,145.55,0,,0,0,0,0,0,0,0,0,0.27,3.67,0,0,2282250,1134750,0,0,0
IRFC,2025-07-31,2025-06-12,145.54,146.19,140.11,140.5,-5,,0,0,0,0,0,0,0,0,0.55,1.82,0,0,2894250,1445000,0,0,0
IRFC,2025-07-31,2025-06-13,136.01,139.71,136.01,138.84,-2,,0,0,0,0,0,0,0,0,1.04,0.96,0,0,2694500,1848750,0,0,0
IRFC,2025-08-28,2025-05-30,140.1,141.4,137.85,0,0,,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,0
IRFC,2025-08-28,2025-06-02,138.8,143.35,138.21,0,0,,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,0
IRFC,2025-08-28,2025-06-03,142.8,144.3,140.5,0,0,,0,0,0,0,0,0,0,0,0,0,150,160,0,0,0,0,0
IRFC,2025-08-28,2025-06-04,140.81,146.79,139.0,145.28,5,,0,140,150,145,0,0,0,0,0.1,9.7,0,0,29750,4250,130,155,145
IRFC,2025-08-28,2025-06-05,147.4,148.0,144.14,145.4,0,,0,140,0,0,0,0,0,0,0.46,2.17,0,0,34000,17000,130,160,0
IRFC,2025-08-28,2025-06-06,145.4,147.5,143.9,146.09,1,,0,140,0,0,0,0,0,0,0.5,1.98,0,0,34000,21250,135,170,0
IRFC,2025-08-28,2025-06-09,147.25,148.95,146.78,146.85,1,,0,140,0,0,0,0,0,0,0.62,1.61,0,0,59500,42500,140,145,0
IRFC,2025-08-28,2025-06-10,147.7,147.81,145.02,145.25,-2,,0,140,0,0,0,0,0,0,0.86,1.17,0,0,51000,42500,125,170,0
IRFC,2025-08-28,2025-06-11,145.9,147.68,144.47,145.55,0,,0,140,0,0,0,0,0,0,0.88,1.14,0,0,51000,46750,125,150,0
IRFC,2025-08-28,2025-06-12,145.54,146.19,140.11,140.5,-5,,0,140,0,0,0,0,0,0,0.86,1.17,0,0,59500,46750,125,150,0
IRFC,2025-08-28,2025-06-13,136.01,139.71,136.01,138.84,-2,,0,140,0,0,0,0,0,0,0.86,1.17,0,0,59500,46750,0,0,0
ITC,2025-06-26,2025-05-30,419.1,420.05,416.4,418.75,-1,,0,415.36,437,421.27,421.41,451.04,431.14,396.41,1.12,0.89,426.32,425.88,55940800,28121600,440.63,0,421.27
ITC,2025-06-26,2025-06-02,418.3,420.45,414.55,418.5,0,,0,415.23,436.91,421.16,421.42,451.05,426.09,396.4,1.07,0.93,426.26,426.12,59518400,29528000,437.2,0,421.16
ITC,2025-06-26,2025-06-03,419.0,421.7,415.65,417,-2,,0,415.03,436.52,420.79,421.44,451.06,426.1,396.42,1.23,0.81,425.87,422.49,63483200,30996800,436.81,0,420.79
ITC,2025-06-26,2025-06-04,417.15,419.0,415.95,416.8,0,,0,415.03,436.29,420.66,421.45,451.08,426.1,396.42,1.24,0.81,425.93,422.46,64748800,31515200,436.71,0,420.66
ITC,2025-06-26,2025-06-05,418.5,420.95,415.75,419.45,3,,0,415.05,436.09,420.71,421.45,451.09,426.1,396.41,1.02,0.98,425.92,426.1,64734400,31222400,436.44,0,420.71
ITC,2025-06-26,2025-06-06,420.3,421.3,419.0,421.05,2,,0,415.17,436.17,420.71,421.45,451.08,426.09,396.41,0.92,1.09,426.17,426.85,65184000,29936000,436.04,0,420.71
ITC,2025-06-26,2025-06-09,422.0,423.6,420.5,423,2,,0,415.59,436.19,420.95,421.44,451.08,426.06,396.4,0.76,1.31,426.02,430.14,66115200,30684800,436.38,0,420.95
ITC,2025-06-26,2025-06-10,424.5,428.55,423.05,427.65,5,,0,416.45,437.16,421.79,426.53,451.05,425.97,396.38,0.56,1.79,426.04,431.76,62419200,30750400,441.33,0,421.79
ITC,2025-06-26,2025-06-11,428.0,428.1,424.85,425.55,-2,,0,416.49,437.09,421.79,426.54,451.06,431.12,396.38,0.66,1.51,426.31,431.01,65289600,30211200,437.37,0,421.79
ITC,2025-06-26,2025-06-12,427.0,427.2,419.55,420.95,-5,,0,416.59,436.38,421.27,426.59,451.08,431.11,396.38,1.2,0.84,426.62,425.84,70387200,29795200,436.24,0,421.27
ITC,2025-06-26,2025-06-13,415.0,419.35,413.5,413.95,-7,,0,416.19,435.65,420.39,421.47,451.1,425.98,396.37,2.4,0.42,426.59,420.16,75910400,30345600,435.68,0,420.39
ITC,2025-07-31,2025-05-30,419.1,420.05,416.4,418.75,-1,,0,401.67,450.46,420.14,421.43,470.9,416.02,396.78,0.91,1.09,420.5,421.11,728000,553600,440.72,410.73,420.14
ITC,2025-07-31,2025-06-02,418.3,420.45,414.55,418.5,0,,0,401.13,451.19,417.45,431.28,460.79,416.1,396.91,0.81,1.23,420.77,421.72,1196800,788800,432.29,405.37,417.45
ITC,2025-07-31,2025-06-03,419.0,421.7,415.65,417,-2,,0,401.66,450.54,416.53,421.4,460.94,410.96,396.79,0.83,1.21,417.47,421.12,1553600,1046400,431.08,417.36,416.53
ITC,2025-07-31,2025-06-04,417.15,419.0,415.95,416.8,0,,0,401.56,450.54,416.82,421.41,460.92,416.1,396.81,0.85,1.18,420.15,421.13,1683200,1137600,432.13,405.45,416.82
ITC,2025-07-31,2025-06-05,418.5,420.95,415.75,419.45,3,,0,401.42,450.21,416.73,421.41,460.96,416.11,396.83,0.66,1.52,420.56,422.09,1806400,1203200,436.65,405.49,416.73
ITC,2025-07-31,2025-06-06,420.3,421.3,419.0,421.05,2,,0,401.44,447.25,416.8,421.42,461.01,416.09,396.82,0.6,1.68,420.73,422.36,1886400,1296000,436.75,405.58,416.8
ITC,2025-07-31,2025-06-09,422.0,423.6,420.5,423,2,,0,402.49,451.35,421.84,426.41,455.84,421.06,396.65,0.63,1.58,426.11,431.19,3105600,1761600,445.56,406.41,421.84
ITC,2025-07-31,2025-06-10,424.5,428.55,423.05,427.65,5,,0,406.53,456.3,422.34,426.37,460.61,421.04,396.57,0.52,1.93,426.27,432.05,3819200,2108800,446.35,406.27,422.34
ITC,2025-07-31,2025-06-11,428.0,428.1,424.85,425.55,-2,,0,415.07,451.82,425.14,426.41,460.93,420.81,401.63,0.68,1.48,425.84,430.74,4131200,2788800,445.87,422.3,425.14
ITC,2025-07-31,2025-06-12,427.0,427.2,419.55,420.95,-5,,0,415.14,446.85,422.3,426.44,456.04,420.8,401.6,0.91,1.1,421.94,422.28,4721600,3265600,446.5,405.7,422.3
ITC,2025-07-31,2025-06-13,415.0,419.35,413.5,413.95,-7,,0,411.61,440.89,421.11,421.39,450.94,420.86,401.65,1.23,0.81,420.47,416.59,5942400,3907200,0,0,421.11
ITC,2025-08-28,2025-05-30,419.1,420.05,416.4,0,0,,0,0,0,0,0,0,0,0,0,0,460,480,0,0,0,0,0
ITC,2025-08-28,2025-06-02,418.3,420.45,414.55,0,0,,0,0,0,0,0,0,0,0,0,0,420.19,480,0,0,0,0,0
ITC,2025-08-28,2025-06-03,419.0,421.7,415.65,417,-2,,0,420,440,411,411.67,452.5,412.5,412.5,0.33,3.03,421.05,450.49,16000,3200,0,0,381
ITC,2025-08-28,2025-06-04,417.15,419.0,415.95,416.8,0,,0,411.25,441.25,411,421.73,450.59,420.63,401.67,0.31,3.22,421.61,451.14,22400,4800,382,0,411
ITC,2025-08-28,2025-06-05,418.5,420.95,415.75,419.45,3,,0,400.08,441.88,411,421.47,450.4,399.92,392.43,2.4,0.42,401.3,391.12,35200,107200,392,420.08,411
ITC,2025-08-28,2025-06-06,420.3,421.3,419.0,421.05,2,,0,400.08,442.19,411,421.44,450.22,399.92,392.43,2.13,0.47,401.47,391.27,38400,108800,362,410.08,411
ITC,2025-08-28,2025-06-09,422.0,423.6,420.5,423,2,,0,400.06,450.21,411,442.26,449.75,399.93,392.44,1.9,0.53,401.6,391.42,46400,131200,362,420.06,411
ITC,2025-08-28,2025-06-10,424.5,428.55,423.05,427.65,5,,0,400.08,450.21,411.5,442.26,449.75,399.91,392.42,1.82,0.55,401.68,391.48,46400,153600,420.15,410.08,411.5
ITC,2025-08-28,2025-06-11,428.0,428.1,424.85,425.55,-2,,0,400.06,450.21,411.5,442.26,449.75,399.94,392.45,2.34,0.43,401.28,391.13,46400,220800,430.15,410.06,411.5
ITC,2025-08-28,2025-06-12,427.0,427.2,419.55,420.95,-5,,0,400.05,450.16,411.5,442.33,449.82,399.95,392.45,2.55,0.39,401.12,391.02,59200,251200,420.1,410.05,411.5
ITC,2025-08-28,2025-06-13,415.0,419.35,413.5,413.95,-7,,0,400.05,450.11,412,442.39,449.88,399.95,392.45,3.88,0.26,400.78,390.67,83200,329600,430.19,410.05,412
JINDALSTEL,2025-06-26,2025-05-30,966.2,977.0,945.05,947.45,-28,,0,929.47,994,959.48,966.13,1014.77,964.41,865.12,1.11,0.9,964.96,963.82,2616250,2225000,999.85,840.32,959.48
JINDALSTEL,2025-06-26,2025-06-02,935.0,949.0,930.8,939.95,-8,,0,925.21,993.38,957.29,955.72,1002.91,964.47,865.16,1.27,0.79,963.38,958.72,2898750,2395625,1042.91,0,957.29
JINDALSTEL,2025-06-26,2025-06-03,935.0,953.95,934.0,944.2,4,,0,925.51,993.31,956.54,955.73,1002.87,964.49,865.16,1.11,0.9,962.38,960.83,3105000,2506250,1017.78,0,956.54
JINDALSTEL,2025-06-26,2025-06-04,935.0,956.25,934.95,951.5,7,,0,924.81,992.71,954.96,955.8,1002.97,964.53,865.15,0.88,1.14,962.84,967.08,3368125,2570000,1001.12,0,954.96
JINDALSTEL,2025-06-26,2025-06-05,945.0,960.65,945.0,951.2,0,,0,924.03,993.15,954.72,955.75,1014.66,964.54,855.2,0.82,1.21,963.18,968.8,3583125,2602500,999.46,0,954.72
JINDALSTEL,2025-06-26,2025-06-06,941.0,967.4,941.0,959.4,8,,0,926.7,994.61,956.52,955.62,1014.54,964.51,855.18,0.64,1.56,965.63,981.48,3613750,2627500,999.38,0,956.52
JINDALSTEL,2025-06-26,2025-06-09,963.1,979.05,960.45,974.55,15,,0,933.16,994.03,960.62,965.81,1014.5,964.33,875.12,0.48,2.1,969.18,991.61,3943125,2861875,1001.16,0,960.62
JINDALSTEL,2025-06-26,2025-06-10,974.55,984.2,970.1,973.5,-1,,0,933.24,995.27,961.62,965.63,1024.64,974.73,875.11,0.46,2.17,971.25,993.12,4195000,2893125,999.53,0,961.62
JINDALSTEL,2025-06-26,2025-06-11,975.0,978.0,950.55,953,-21,,0,940.35,993.1,962.9,965.69,1024.68,974.48,895.63,0.94,1.07,972.25,974.53,4930625,3150000,998.45,0,962.9
JINDALSTEL,2025-06-26,2025-06-12,955.05,961.25,936.5,938.7,-14,,0,935.31,990.81,959.41,965.85,1014.58,974.53,885.16,1.75,0.57,969.36,955.31,5130625,3280000,1004.45,0,959.41
JINDALSTEL,2025-06-26,2025-06-13,925.0,933.85,914.8,920.5,-18,,0,931.17,985.31,952.44,955.7,1003.67,974.55,885.2,3.05,0.33,967.09,937.76,5635625,3299375,996.88,0,952.44
JINDALSTEL,2025-07-31,2025-05-30,966.2,977.0,945.05,947.45,-28,,0,845.95,997.5,950,1005,1001.67,862.5,826.72,3.89,0.26,864.54,825.38,3125,39375,900,980,940
JINDALSTEL,2025-07-31,2025-06-02,935.0,949.0,930.8,939.95,-8,,0,847.3,954,940.59,947.58,994.29,884.12,826.49,0.88,1.14,942.8,951.65,15625,42500,931.18,933.33,930.59
JINDALSTEL,2025-07-31,2025-06-03,935.0,953.95,934.0,944.2,4,,0,854.29,998.33,940.91,1002.5,1001.25,884.06,826.42,0.27,3.76,993.6,1006.6,66875,43750,801.82,922.5,920.91
JINDALSTEL,2025-07-31,2025-06-04,935.0,956.25,934.95,951.5,7,,0,855,998.46,940.91,1002.22,1001.18,884.04,826.39,0.27,3.7,993.85,1006.61,66875,44375,841.82,952,920.91
JINDALSTEL,2025-07-31,2025-06-05,945.0,960.65,945.0,951.2,0,,0,851.67,999.26,940.91,1000.88,1000.65,884.23,826.44,0.23,4.44,994.45,1007.4,74375,47500,871.82,912,910.91
JINDALSTEL,2025-07-31,2025-06-06,941.0,967.4,941.0,959.4,8,,0,846.84,999.27,940.91,1000.85,1000.64,874.25,826.9,0.19,5.15,994.92,1007.79,75625,58750,871.82,952,930.91
JINDALSTEL,2025-07-31,2025-06-09,963.1,979.05,960.45,974.55,15,,0,847.3,999.18,941.43,1000.98,1000.7,874.21,826.79,0.16,6.41,995.56,1008.29,86875,58125,932.86,954,931.43
JINDALSTEL,2025-07-31,2025-06-10,974.55,984.2,970.1,973.5,-1,,0,845.91,999.25,942.14,1000.88,1000.65,874.36,826.9,0.16,6.15,995.5,1008.23,84375,67500,924.29,926,922.14
JINDALSTEL,2025-07-31,2025-06-11,975.0,978.0,950.55,953,-21,,0,845.08,999.48,943.08,1000.58,1000.47,874.48,827.09,0.23,4.3,994.42,1007.33,91875,86250,896.15,913.64,913.08
JINDALSTEL,2025-07-31,2025-06-12,955.05,961.25,936.5,938.7,-14,,0,847.05,996.75,901.18,955.65,1001.97,884.5,826.72,0.29,3.39,952.1,1004.2,115625,94375,960.83,862.35,901.18
JINDALSTEL,2025-07-31,2025-06-13,925.0,933.85,914.8,920.5,-18,,0,847.08,1000.56,904.29,955.62,1054.18,894.41,826.74,0.49,2.06,940.76,968.42,172500,112500,990,860,904.29
JINDALSTEL,2025-08-28,2025-05-30,966.2,977.0,945.05,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-02,935.0,949.0,930.8,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-03,935.0,953.95,934.0,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-04,935.0,956.25,934.95,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-05,945.0,960.65,945.0,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-06,941.0,967.4,941.0,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-09,963.1,979.05,960.45,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-10,974.55,984.2,970.1,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-11,975.0,978.0,950.55,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-12,955.05,961.25,936.5,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JINDALSTEL,2025-08-28,2025-06-13,925.0,933.85,914.8,0,0,,0,0,0,0,0,0,0,0,0,0,1080,1080,0,0,0,0,0
JIOFIN,2025-06-26,2025-05-30,288.0,291.0,285.6,286.2,-2,,0,0,0,0,0,0,0,0,0.76,1.32,0,0,30277500,19971600,0,0,0
JIOFIN,2025-06-26,2025-06-02,286.95,289.2,283.4,286.7,1,,0,0,0,0,0,0,0,0,0.76,1.32,0,0,32495100,21154650,0,0,0
JIOFIN,2025-06-26,2025-06-03,287.75,290.8,283.1,283.8,-3,,0,0,0,0,0,0,0,0,1.04,0.96,0,0,35740650,21938400,0,0,0
JIOFIN,2025-06-26,2025-06-04,283.9,291.7,282.5,290.6,7,,0,0,0,0,0,0,0,0,0.57,1.76,0,0,36372600,23613150,0,0,0
JIOFIN,2025-06-26,2025-06-05,292.0,293.0,289.55,291.1,1,,0,0,0,0,0,0,0,0,0.66,1.51,0,0,37026000,25433100,0,0,0
JIOFIN,2025-06-26,2025-06-06,292.0,296.9,290.5,294.1,3,,0,0,0,0,0,0,0,0,0.55,1.82,0,0,34498200,25495800,0,0,0
JIOFIN,2025-06-26,2025-06-09,296.0,305.5,295.65,305.45,11,,0,0,0,0,0,0,0,0,0.26,3.82,0,0,33156750,27790950,0,0,0
JIOFIN,2025-06-26,2025-06-10,305.8,306.85,302.1,302.4,-3,,0,0,0,0,0,0,0,0,0.4,2.51,0,0,35300100,26332350,0,0,0
JIOFIN,2025-06-26,2025-06-11,303.5,306.8,299.7,302.6,0,,0,0,0,0,0,0,0,0,0.37,2.73,0,0,36593700,26338950,0,0,0
JIOFIN,2025-06-26,2025-06-12,303.85,303.85,295.0,296.15,-6,,0,0,0,0,0,0,0,0,0.74,1.35,0,0,43005600,26051850,0,0,0
JIOFIN,2025-06-26,2025-06-13,288.0,295.3,287.8,295.1,-1,,0,0,0,0,0,0,0,0,0.86,1.16,0,0,44749650,26868600,0,0,0
JIOFIN,2025-07-31,2025-05-30,288.0,291.0,285.6,286.2,-2,,0,0,0,0,0,0,0,0,0.24,4.16,0,0,681500,486450,0,0,0
JIOFIN,2025-07-31,2025-06-02,286.95,289.2,283.4,286.7,1,,0,0,0,0,0,0,0,0,0.28,3.52,0,0,871850,653300,0,0,0
JIOFIN,2025-07-31,2025-06-03,287.75,290.8,283.1,283.8,-3,,0,0,0,0,0,0,0,0,0.39,2.55,0,0,1071600,848350,0,0,0
JIOFIN,2025-07-31,2025-06-04,283.9,291.7,282.5,290.6,7,,0,0,0,0,0,0,0,0,0.27,3.68,0,0,1261950,1001100,297.5,0,0
JIOFIN,2025-07-31,2025-06-05,292.0,293.0,289.55,291.1,1,,0,0,0,0,0,0,0,0,0.34,2.91,0,0,1339500,1261950,0,0,0
JIOFIN,2025-07-31,2025-06-06,292.0,296.9,290.5,294.1,3,,0,0,0,0,0,0,0,0,0.28,3.6,0,0,1499300,1405300,0,0,0
JIOFIN,2025-07-31,2025-06-09,296.0,305.5,295.65,305.45,11,,0,0,0,0,0,0,0,0,0.22,4.59,0,0,1936400,1804800,0,0,0
JIOFIN,2025-07-31,2025-06-10,305.8,306.85,302.1,302.4,-3,,0,0,0,0,0,0,0,0,0.39,2.53,0,0,2251300,2251300,0,0,0
JIOFIN,2025-07-31,2025-06-11,303.5,306.8,299.7,302.6,0,,0,0,0,0,0,0,0,0,0.5,1.99,0,0,2714250,2756550,0,0,0
JIOFIN,2025-07-31,2025-06-12,303.85,303.85,295.0,296.15,-6,,0,0,0,0,0,0,0,0,0.71,1.4,0,0,4765800,3548500,0,0,0
JIOFIN,2025-07-31,2025-06-13,288.0,295.3,287.8,295.1,-1,,0,0,0,0,0,0,0,0,0.74,1.35,0,0,5795100,3788200,0,0,0
JIOFIN,2025-08-28,2025-05-30,288.0,291.0,285.6,0,0,,0,0,0,0,0,0,0,0,0.02,42.77,0,0,30550,2350,270,270,270
JIOFIN,2025-08-28,2025-06-02,286.95,289.2,283.4,0,0,,0,0,0,0,0,0,0,0,0.02,57.24,0,0,42300,2350,265,305,265
JIOFIN,2025-08-28,2025-06-03,287.75,290.8,283.1,0,0,,0,0,0,0,0,0,0,0,0.12,8.26,0,0,56400,11750,265,265,265
JIOFIN,2025-08-28,2025-06-04,283.9,291.7,282.5,290.6,7,,0,260,0,295,0,0,0,0,0.09,11.23,0,0,61100,16450,270,270,270
JIOFIN,2025-08-28,2025-06-05,292.0,293.0,289.55,291.1,1,,0,260,0,295,0,0,0,0,0.1,10.4,0,0,65800,21150,295,300,295
JIOFIN,2025-08-28,2025-06-06,292.0,296.9,290.5,294.1,3,,0,260,0,295,0,0,0,0,0.09,10.91,0,0,68150,21150,295,295,295
JIOFIN,2025-08-28,2025-06-09,296.0,305.5,295.65,305.45,11,,0,0,0,295,0,0,0,0,0.11,8.84,0,0,75200,35250,295,310,295
JIOFIN,2025-08-28,2025-06-10,305.8,306.85,302.1,302.4,-3,,0,0,0,295,0,0,0,0,0.09,11.16,0,0,75200,35250,280,315,285
JIOFIN,2025-08-28,2025-06-11,303.5,306.8,299.7,302.6,0,,0,0,0,295,0,0,0,0,0.1,10.08,0,0,84600,44650,250,325,285
JIOFIN,2025-08-28,2025-06-12,303.85,303.85,295.0,296.15,-6,,0,0,0,295,0,0,0,0,0.15,6.57,0,0,138650,70500,250,290,290
JIOFIN,2025-08-28,2025-06-13,288.0,295.3,287.8,295.1,-1,,0,0,0,295,0,0,0,0,0.17,5.77,0,0,141000,70500,250,295,295
JSL,2025-06-26,2025-05-30,673.0,678.0,640.0,641.8,-30,,0,0,0,0,0,0,0,0,0.7,1.42,0,0,1067175,587450,0,0,0
JSL,2025-06-26,2025-06-02,641.8,645.0,633.35,644.85,3,,0,0,0,0,0,0,0,0,0.79,1.26,0,0,1084225,622325,0,0,0
JSL,2025-06-26,2025-06-03,645.0,668.3,644.85,665,20,,0,0,0,0,0,0,0,0,0.37,2.71,0,0,1322925,717650,0,0,0
JSL,2025-06-26,2025-06-04,663.75,665.0,650.0,655,-10,,0,0,0,0,0,0,0,0,0.52,1.93,0,0,1417475,826925,0,0,0
JSL,2025-06-26,2025-06-05,657.5,677.0,650.5,672.9,18,,0,0,0,0,0,0,0,0,0.27,3.64,0,0,1525975,866450,0,0,0
JSL,2025-06-26,2025-06-06,677.0,696.0,676.5,695,22,,0,0,0,0,0,0,0,0,0.2,5,0,0,1522100,1005950,0,0,0
JSL,2025-06-26,2025-06-09,700.25,733.55,695.2,716,21,,0,0,0,0,0,0,0,0,0.16,6.21,0,0,1521325,1141575,0,0,0
JSL,2025-06-26,2025-06-10,716.0,729.05,715.05,726.2,10,,0,0,0,0,0,0,0,0,0.14,7.08,0,0,1548450,1160175,0,0,0
JSL,2025-06-26,2025-06-11,726.0,734.35,716.15,721.05,-5,,0,0,0,0,0,0,0,0,0.15,6.83,0,0,1531400,1157850,0,0,0
JSL,2025-06-26,2025-06-12,721.6,733.0,715.65,722.4,1,,0,0,0,0,0,0,0,0,0.2,4.88,0,0,1617425,1196600,0,0,0
JSL,2025-06-26,2025-06-13,702.25,716.75,702.25,712.15,-10,,0,0,0,0,0,0,0,0,0.29,3.49,0,0,1646100,1148550,0,0,0
JSL,2025-07-31,2025-05-30,673.0,678.0,640.0,641.8,-30,,0,600,720,710,0,0,0,0,7.87,0.13,0,0,850,7650,540,680,680
JSL,2025-07-31,2025-06-02,641.8,645.0,633.35,644.85,3,,0,600,720,700,0,0,0,0,7.87,0.13,0,0,850,7650,670,670,670
JSL,2025-07-31,2025-06-03,645.0,668.3,644.85,665,20,,0,600,720,700,0,0,0,0,7.87,0.13,0,0,850,7650,630,630,630
JSL,2025-07-31,2025-06-04,663.75,665.0,650.0,655,-10,,0,600,720,710,0,0,0,0,7.87,0.13,0,0,850,7650,610,610,610
JSL,2025-07-31,2025-06-05,657.5,677.0,650.5,672.9,18,,0,600,720,710,0,0,0,0,7.87,0.13,0,0,850,7650,680,680,680
JSL,2025-07-31,2025-06-06,677.0,696.0,676.5,695,22,,0,0,720,710,0,0,0,0,12.19,0.08,0,0,850,9350,0,0,710
JSL,2025-07-31,2025-06-09,700.25,733.55,695.2,716,21,,0,0,720,710,0,0,0,0,12.19,0.08,0,0,850,9350,600,820,710
JSL,2025-07-31,2025-06-10,716.0,729.05,715.05,726.2,10,,0,0,0,0,0,0,0,0,0.45,2.23,0,0,5100,10200,660,750,0
JSL,2025-07-31,2025-06-11,726.0,734.35,716.15,721.05,-5,,0,0,0,0,0,0,0,0,0.43,2.33,0,0,5100,11050,620,770,0
JSL,2025-07-31,2025-06-12,721.6,733.0,715.65,722.4,1,,0,600,0,0,0,0,0,0,0.64,1.55,0,0,6800,22100,540,750,0
JSL,2025-07-31,2025-06-13,702.25,716.75,702.25,712.15,-10,,0,0,0,0,0,0,0,0,0.86,1.16,0,0,7650,30600,590,720,0
JSL,2025-08-28,2025-05-30,673.0,678.0,640.0,0,0,,0,0,0,0,0,0,0,0,0,0,760,760,0,0,0,0,0
JSL,2025-08-28,2025-06-02,641.8,645.0,633.35,0,0,,0,0,0,0,0,0,0,0,0,0,720,720,0,0,0,0,0
JSL,2025-08-28,2025-06-03,645.0,668.3,644.85,0,0,,0,0,0,0,0,0,0,0,0,0,720,720,0,0,0,0,0
JSL,2025-08-28,2025-06-04,663.75,665.0,650.0,0,0,,0,0,0,0,0,0,0,0,0,0,760,760,0,0,0,0,0
JSL,2025-08-28,2025-06-05,657.5,677.0,650.5,0,0,,0,0,0,0,0,0,0,0,0,0,760,760,0,0,0,0,0
JSL,2025-08-28,2025-06-06,677.0,696.0,676.5,0,0,,0,0,0,0,0,0,0,0,0,0,760,760,0,0,0,0,0
JSL,2025-08-28,2025-06-09,700.25,733.55,695.2,0,0,,0,0,0,0,0,0,0,0,0,0,820,820,0,0,0,0,0
JSL,2025-08-28,2025-06-10,716.0,729.05,715.05,0,0,,0,0,0,0,0,0,0,0,0,0,820,820,0,0,0,0,0
JSL,2025-08-28,2025-06-11,726.0,734.35,716.15,0,0,,0,0,0,0,0,0,0,0,0,0,820,820,0,0,0,0,0
JSL,2025-08-28,2025-06-12,721.6,733.0,715.65,0,0,,0,0,0,0,0,0,0,0,0,0,820,820,0,0,0,0,0
JSL,2025-08-28,2025-06-13,702.25,716.75,702.25,0,0,,0,0,0,0,0,0,0,0,0,0,820,820,0,0,0,0,0
JSWENERGY,2025-06-26,2025-05-30,500.5,502.35,486.85,488.45,-13,,0,0,0,0,0,0,0,0,1.21,0.83,0,0,6016500,3598500,0,0,0
JSWENERGY,2025-06-26,2025-06-02,487.95,501.4,484.1,498,10,,0,0,0,0,0,0,0,0,0.71,1.42,0,0,6421500,3434250,0,0,0
JSWENERGY,2025-06-26,2025-06-03,498.1,508.35,496.2,499.5,2,,0,0,0,0,0,0,0,0,0.62,1.61,0,0,6966000,3605250,0,0,0
JSWENERGY,2025-06-26,2025-06-04,500.9,510.75,495.4,509.3,10,,0,0,0,0,0,0,0,0,0.42,2.38,0,0,7245750,3810000,0,0,0
JSWENERGY,2025-06-26,2025-06-05,512.0,515.3,505.4,508.9,0,,0,0,0,0,0,0,0,0,0.52,1.91,0,0,7237500,3886500,0,0,0
JSWENERGY,2025-06-26,2025-06-06,514.0,523.95,508.0,523.5,15,,0,0,0,0,0,0,0,0,0.26,3.89,0,0,7014000,4181250,0,0,0
JSWENERGY,2025-06-26,2025-06-09,526.8,541.85,525.0,534.25,11,,0,0,0,0,0,0,0,0,0.21,4.72,0,0,7305750,4359000,0,0,0
JSWENERGY,2025-06-26,2025-06-10,537.0,538.8,529.0,533.9,0,,0,0,0,0,0,0,0,0,0.21,4.69,0,0,7626750,4491000,0,0,0
JSWENERGY,2025-06-26,2025-06-11,537.85,543.1,532.3,536.5,3,,0,0,0,0,0,0,0,0,0.2,5.05,0,0,8129250,4570500,0,0,0
JSWENERGY,2025-06-26,2025-06-12,535.0,537.95,514.25,517.8,-19,,0,0,0,0,0,0,0,0,0.59,1.68,0,0,9428250,4761750,0,0,0
JSWENERGY,2025-06-26,2025-06-13,502.3,515.85,502.3,508.75,-9,,0,0,0,0,0,0,0,0,0.9,1.11,0,0,10397250,4712250,0,0,0
JSWENERGY,2025-07-31,2025-05-30,500.5,502.35,486.85,0,0,,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0
